"b_Intercept","b_cat","sd_site__Intercept","sd_site__cat","cor_site__Intercept__cat","Intercept","r_site[1,Intercept]","r_site[2,Intercept]","r_site[3,Intercept]","r_site[4,Intercept]","r_site[5,Intercept]","r_site[6,Intercept]","r_site[7,Intercept]","r_site[8,Intercept]","r_site[9,Intercept]","r_site[10,Intercept]","r_site[1,cat]","r_site[2,cat]","r_site[3,cat]","r_site[4,cat]","r_site[5,cat]","r_site[6,cat]","r_site[7,cat]","r_site[8,cat]","r_site[9,cat]","r_site[10,cat]"
-0.5931056,1.312358,0.5594254,0.4900592,-0.1774796,-0.5931056,-0.2402916,-1.247943,-1.531585,0.5731047,0.508025,0.3345281,-0.664023,0.125934,0.3756316,0.1879261,-0.2382771,-0.4871671,-0.03354163,-0.02462903,0.02690459,-1.214402,-1.166732,-0.00525095699999999,0.3030536,0.6696775
-0.0469977599999999,1.815049,0.8561337,0.8007243,0.4650762,-0.0469977599999999,0.3696343,-0.6206954,-0.884465,1.195438,1.129438,0.9349593,-0.05600163,0.738695,1.005621,0.8207638,0.4803256,0.2751225,0.8018442,0.7181317,0.7656852,-0.5092676,-0.4743041,0.7076376,1.065989,1.453705
-0.44899225,1.4398825,0.620143,0.55281625,-0.0217778,-0.44899225,-0.1003985,-1.1019875,-1.3837975,0.712728,0.64954575,0.4693575,-0.521667,0.2654775,0.52160075,0.33536,-0.074847725,-0.3126835,0.15233625,0.14327875,0.197839,-1.043325,-1.003155,0.14916025,0.47580075,0.84512525
-0.16645775,1.7045225,0.7770185,0.7161935,0.32765425,-0.16645775,0.21704325,-0.7758475,-1.04375,1.0372125,0.97385425,0.7817775,-0.207678,0.5810645,0.84685825,0.66524025,0.3089115,0.0865189,0.59093175,0.539255,0.5870655,-0.6766885,-0.6343785,0.5336875,0.87471575,1.2572925
