"b_Intercept","b_cat","sd_site__Intercept","sd_site__cat","cor_site__Intercept__cat","Intercept","r_site[1,Intercept]","r_site[2,Intercept]","r_site[3,Intercept]","r_site[4,Intercept]","r_site[5,Intercept]","r_site[6,Intercept]","r_site[7,Intercept]","r_site[8,Intercept]","r_site[9,Intercept]","r_site[10,Intercept]","r_site[1,cat]","r_site[2,cat]","r_site[3,cat]","r_site[4,cat]","r_site[5,cat]","r_site[6,cat]","r_site[7,cat]","r_site[8,cat]","r_site[9,cat]","r_site[10,cat]"
-1.13823,0.351959,0.3786019,0.2361646,0.2314591,-1.13823,-0.377826,0.4598334,-0.5795943,0.382528,-0.9502583,-0.573899,-0.08208271,-0.3280709,0.1691725,-0.5597707,-0.4439342,0.06320883,-0.2301727,0.09494041,-0.8650171,-0.5976138,-0.2038162,-0.4331202,0.005557671,-0.3887296
-0.729274,0.7008776,0.6454215,0.5289028,0.8929196,-0.729274,0.1062135,0.9378659,-0.08665549,0.8633964,-0.4375537,-0.07419866,0.3976484,0.1596914,0.6460019,-0.06214294,0.08257683,0.5808607,0.3400816,0.6176671,-0.223499,-0.04267463,0.3044128,0.08706143,0.521973,0.148388
-1.035755,0.4363515,0.42810225,0.29350075,0.45297875,-1.035755,-0.2601915,0.56465025,-0.46166575,0.49096025,-0.823313,-0.45055025,0.03541665,-0.213679,0.28321275,-0.43949325,-0.3028395,0.184098,-0.1060325,0.2110915,-0.6925195,-0.45025575,-0.0770597,-0.29631925,0.12726525,-0.25213375
-0.82168375,0.61444375,0.568617,0.44661825,0.80604075,-0.82168375,-0.010033075,0.81768725,-0.20360975,0.7422575,-0.55463375,-0.19572,0.2824845,0.040565825,0.53061275,-0.18113125,-0.0310149,0.451507,0.18669125,0.48187775,-0.35017125,-0.15929775,0.184311,-0.0264805,0.39096075,0.0237548
