"b_Intercept","b_cat","sd_site__Intercept","sd_site__cat","cor_site__Intercept__cat","Intercept","r_site[1,Intercept]","r_site[2,Intercept]","r_site[3,Intercept]","r_site[4,Intercept]","r_site[5,Intercept]","r_site[6,Intercept]","r_site[7,Intercept]","r_site[8,Intercept]","r_site[9,Intercept]","r_site[10,Intercept]","r_site[1,cat]","r_site[2,cat]","r_site[3,cat]","r_site[4,cat]","r_site[5,cat]","r_site[6,cat]","r_site[7,cat]","r_site[8,cat]","r_site[9,cat]","r_site[10,cat]"
-1.750225,0.9630915,0.2223785,0.3030115,-0.7382795,-1.750225,-0.1943719,-0.2337553,-0.1218174,-0.3142266,-0.3532522,-0.4712942,0.09449322,-0.5320116,0.2631068,-0.396463,-0.05177204,-0.4284548,-0.3271282,-0.3709186,0.1395093,-0.7077518,-0.3430138,0.01638619,-0.9636049,-0.2451596
-1.460306,1.383714,0.4780797,0.6415243,0.1045507,-1.460306,0.2367229,0.1921418,0.2918705,0.1174463,0.0924782,-0.02198328,0.5055768,-0.06889785,0.6706945,0.0448934700000001,0.6745032,0.2689561,0.3424238,0.3178355,0.9281954,0.05200207,0.3255175,0.8020736,-0.2766423,0.4661641
-1.6778125,1.06138,0.266598,0.3776875,-0.5987135,-1.6778125,-0.0895643,-0.1297585,-0.024728775,-0.208388,-0.2421085,-0.3599895,0.189884,-0.41065675,0.353186,-0.28641425,0.1013155,-0.25545275,-0.166046,-0.206776,0.31140875,-0.51439075,-0.1817445,0.1843595,-0.790984,-0.083969225
-1.5301425,1.28268,0.40231,0.55350075,-0.13703225,-1.5301425,0.13379625,0.08985075,0.1913225,0.0167842,-0.0058645275,-0.12137675,0.4036705,-0.16876275,0.56704125,-0.0566013,0.484589,0.098520775,0.18133375,0.14810375,0.72222225,-0.11520625,0.1613935,0.590059,-0.43166625,0.29066
