"b_Intercept","b_cat","sd_site__Intercept","sd_site__cat","cor_site__Intercept__cat","Intercept","r_site[1,Intercept]","r_site[2,Intercept]","r_site[3,Intercept]","r_site[4,Intercept]","r_site[5,Intercept]","r_site[6,Intercept]","r_site[7,Intercept]","r_site[8,Intercept]","r_site[9,Intercept]","r_site[10,Intercept]","r_site[1,cat]","r_site[2,cat]","r_site[3,cat]","r_site[4,cat]","r_site[5,cat]","r_site[6,cat]","r_site[7,cat]","r_site[8,cat]","r_site[9,cat]","r_site[10,cat]"
-1.155885,0.5468252,0.02063291,0.487635,-0.5818835,-1.155885,-0.1152295,-0.1605045,-0.1092438,-0.0834377,-0.01873606,-0.1332211,-0.1380919,-0.0479862,-0.0839164,-0.07896544,-1.165258,0.06293327,-0.7870237,0.1060202,-0.1995411,-0.648449,0.3806134,-1.171323,-0.9899342,0.3058971
-1.024544,1.031713,0.1843933,0.7967918,0.466097,-1.024544,0.08112232,0.03911844,0.0711465,0.1005269,0.2048779,0.05429505,0.05886725,0.1553304,0.1015902,0.1140279,-0.4409842,0.7931785,-0.0604238899999999,0.8357801,0.5216851,0.07443019,1.131463,-0.4444843,-0.2647774,1.035939
-1.122255,0.6616055,0.044580375,0.550054,-0.36385425,-1.122255,-0.055059625,-0.088387475,-0.050928725,-0.034504375,0.0043772575,-0.069756025,-0.074903575,-0.008029605,-0.032279825,-0.03015725,-0.990137,0.231591,-0.60732675,0.28412475,-0.02914325,-0.4774645,0.561226,-0.99498825,-0.812066,0.483243
-1.05623,0.91374175,0.1309585,0.7129665,0.2234765,-1.05623,0.0304075,0.0054198275,0.024762675,0.043853375,0.1235805,0.01396765,0.016208575,0.0884891,0.04755875,0.053268125,-0.6096695,0.61004825,-0.22975725,0.66077,0.3465965,-0.092702225,0.95502825,-0.61463725,-0.435041,0.861678
