"b_Intercept","b_cat","sd_site__Intercept","sd_site__cat","cor_site__Intercept__cat","Intercept","r_site[1,Intercept]","r_site[2,Intercept]","r_site[3,Intercept]","r_site[4,Intercept]","r_site[5,Intercept]","r_site[6,Intercept]","r_site[7,Intercept]","r_site[8,Intercept]","r_site[9,Intercept]","r_site[10,Intercept]","r_site[1,cat]","r_site[2,cat]","r_site[3,cat]","r_site[4,cat]","r_site[5,cat]","r_site[6,cat]","r_site[7,cat]","r_site[8,cat]","r_site[9,cat]","r_site[10,cat]"
-1.274524,0.9106798,0.3434033,0.3800332,0.5202511,-1.274524,0.1976103,-0.02540431,-0.3518616,0.2740058,0.2313788,-1.217583,-0.03669749,-0.09902061,-0.3393154,-0.5866932,0.1865389,0.02819767,-0.3739266,0.1060721,0.1363815,-1.492315,-0.122596,0.0213206,-0.5152619,-0.7263721
-0.9090811,1.338964,0.5923596,0.6769824,0.9490532,-0.9090811,0.639516,0.418679,0.09582354,0.7170094,0.6747637,-0.7076005,0.4031061,0.349213,0.1016417,-0.1321805,0.7940643,0.6280678,0.2293444,0.7240135,0.7528482,-0.7179038,0.4703275,0.6347522,0.09198318,-0.104163
-1.1815525,1.019295,0.38939075,0.44170525,0.688502,-1.1815525,0.30130275,0.080661325,-0.243312,0.3768135,0.334054,-1.08693,0.0625359,0.008303645,-0.237261,-0.47429675,0.32486825,0.15961925,-0.23573025,0.2523255,0.278855,-1.3045875,0.015523375,0.15122725,-0.35928275,-0.56692775
-0.99368725,1.23979,0.52159375,0.59750875,0.9019395,-0.99368725,0.53159725,0.30841525,-0.0109245,0.60625875,0.565788,-0.81988425,0.29468025,0.2430485,-0.00528321,-0.24265925,0.64335525,0.47234275,0.076084425,0.57434125,0.60174525,-0.895647,0.3256815,0.475057,-0.049272775,-0.24755875
