"b_Intercept","b_cat","sd_site__Intercept","sd_site__cat","cor_site__Intercept__cat","Intercept","r_site[1,Intercept]","r_site[2,Intercept]","r_site[3,Intercept]","r_site[4,Intercept]","r_site[5,Intercept]","r_site[6,Intercept]","r_site[7,Intercept]","r_site[8,Intercept]","r_site[9,Intercept]","r_site[10,Intercept]","r_site[1,cat]","r_site[2,cat]","r_site[3,cat]","r_site[4,cat]","r_site[5,cat]","r_site[6,cat]","r_site[7,cat]","r_site[8,cat]","r_site[9,cat]","r_site[10,cat]"
-1.048032,0.6401314,0.3009746,0.3851385,-0.8497595,-1.048032,-0.1602606,0.6346666,-0.5300296,0.1708835,-0.3263199,-0.2499151,-0.6178417,-0.1402886,-0.3687715,-0.2285831,-0.8490404,-1.200254,-0.00306665899999999,-0.3940247,-0.348119,-0.4466231,0.411735,-0.5717206,0.095671,-0.3570509
-0.7099045,1.058331,0.5505224,0.6848795,-0.2098747,-0.7099045,0.2596019,1.058084,-0.07981787,0.5914451,0.09973741,0.1731647,-0.1655939,0.2785123,0.0660348,0.1954912,-0.1917051,-0.5554511,0.6678716,0.2579633,0.2858269,0.1947224,1.141794,0.06823907,0.7616217,0.2821914
-0.961833,0.73766725,0.34597275,0.4456165,-0.75926925,-0.961833,-0.0585908,0.72979575,-0.42057175,0.26754525,-0.22261575,-0.15005675,-0.5082025,-0.040439475,-0.2653845,-0.12791625,-0.68405175,-1.041835,0.1510885,-0.23891475,-0.200232,-0.288718,0.5763355,-0.4161265,0.24864825,-0.2063715
-0.78897725,0.9565295,0.4737875,0.604193,-0.427049,-0.78897725,0.15922,0.94908975,-0.18726125,0.487044,-0.003337795,0.073503175,-0.26874225,0.181018,-0.039953975,0.092390425,-0.33466775,-0.70378425,0.5057395,0.10134775,0.13601225,0.042717425,0.95806125,-0.07909215,0.59095925,0.1332425
