"b_Intercept","b_cat","sd_site__Intercept","sd_site__cat","cor_site__Intercept__cat","Intercept","r_site[1,Intercept]","r_site[2,Intercept]","r_site[3,Intercept]","r_site[4,Intercept]","r_site[5,Intercept]","r_site[6,Intercept]","r_site[7,Intercept]","r_site[8,Intercept]","r_site[9,Intercept]","r_site[10,Intercept]","r_site[1,cat]","r_site[2,cat]","r_site[3,cat]","r_site[4,cat]","r_site[5,cat]","r_site[6,cat]","r_site[7,cat]","r_site[8,cat]","r_site[9,cat]","r_site[10,cat]"
-2.014781,0.8911966,0.2568903,0.4368228,-0.2464918,-2.014781,-0.1206569,-0.6464128,0.04796081,0.2110516,-0.09663316,-0.7329007,-0.4310097,-0.1624825,-0.1775762,-0.4907082,-0.7900031,0.01496672,0.3809519,0.05274952,0.241279,-0.5041516,-1.186193,-0.5402344,-0.6329062,-0.8485533
-1.680088,1.383528,0.5455312,0.7754471,0.5922898,-1.680088,0.3391245,-0.0983286099999999,0.5203761,0.6725492,0.3811029,-0.1897986,0.05827283,0.2970989,0.2938471,-0.00862348399999993,-0.00105978109999995,0.9565384,1.214528,0.8377244,1.073432,0.3906048,-0.3536971,0.2389955,0.1475682,-0.0232759499999999
-1.93367,1.01372,0.310707,0.5084695,-0.043764675,-1.93367,-0.0128279,-0.496457,0.157491,0.31892475,0.018151775,-0.59151575,-0.30904375,-0.0495995,-0.062153675,-0.371179,-0.59973,0.2156655,0.56418575,0.2372115,0.4261925,-0.293786,-0.974819,-0.34834325,-0.44755175,-0.646077
-1.762985,1.2669225,0.461522,0.68693625,0.421305,-1.762985,0.23053675,-0.2126385,0.4016725,0.555198,0.270978,-0.30579125,-0.059536025,0.186945,0.17897325,-0.12162525,-0.190715,0.70865275,1.00115,0.6482665,0.868009,0.166579,-0.5417875,0.054954075,-0.042653675,-0.2179965
