"b_Intercept","b_cat","sd_site__Intercept","sd_site__cat","cor_site__Intercept__cat","Intercept","r_site[1,Intercept]","r_site[2,Intercept]","r_site[3,Intercept]","r_site[4,Intercept]","r_site[5,Intercept]","r_site[6,Intercept]","r_site[7,Intercept]","r_site[8,Intercept]","r_site[9,Intercept]","r_site[10,Intercept]","r_site[1,cat]","r_site[2,cat]","r_site[3,cat]","r_site[4,cat]","r_site[5,cat]","r_site[6,cat]","r_site[7,cat]","r_site[8,cat]","r_site[9,cat]","r_site[10,cat]"
-1.114142,0.8724435,0.5405563,0.2882464,0.3658913,-1.114142,-0.5170941,-1.511498,-0.2541218,-0.831023,-0.5582645,0.6738361,1.015656,-0.6064668,0.00444400600000001,0.3134466,-0.2537956,-0.9401099,-0.1191634,-0.7491389,-0.3733522,0.2668438,0.3581148,-0.2899019,-0.3426127,-0.08980369
-0.5994057,1.245245,0.8225333,0.5687733,0.9020592,-0.5994057,0.07071912,-0.8758226,0.3322809,-0.2319591,0.03202808,1.254363,1.601303,-0.0143059,0.5757425,0.8856235,0.2942133,-0.2689218,0.4290949,-0.1555857,0.1673006,0.8429576,0.9672473,0.2686354,0.2045622,0.447181
-0.98384775,0.96400475,0.59711925,0.344833,0.54677975,-0.98384775,-0.38312425,-1.36137,-0.119782,-0.6910525,-0.417856,0.80861025,1.1489,-0.466286,0.13184875,0.4423615,-0.12897,-0.77207225,0.00431639,-0.5916795,-0.24373275,0.39469325,0.49829225,-0.1636515,-0.2116685,0.04291765
-0.71648875,1.1544425,0.745789,0.4927275,0.83305525,-0.71648875,-0.074483225,-1.032015,0.187836,-0.37856175,-0.11379775,1.11105,1.449925,-0.16200275,0.43660975,0.74244875,0.15286525,-0.42377625,0.28773575,-0.2839555,0.035182975,0.6992695,0.8087085,0.12189075,0.0818731,0.317927
