"b_Intercept","b_cat","sd_site__Intercept","sd_site__cat","cor_site__Intercept__cat","Intercept","r_site[1,Intercept]","r_site[2,Intercept]","r_site[3,Intercept]","r_site[4,Intercept]","r_site[5,Intercept]","r_site[6,Intercept]","r_site[7,Intercept]","r_site[8,Intercept]","r_site[9,Intercept]","r_site[10,Intercept]","r_site[1,cat]","r_site[2,cat]","r_site[3,cat]","r_site[4,cat]","r_site[5,cat]","r_site[6,cat]","r_site[7,cat]","r_site[8,cat]","r_site[9,cat]","r_site[10,cat]"
-1.2705,0.498657,0.3808128,0.3340733,-0.6139714,-1.2705,0.1753058,0.1591519,-0.4664771,0.3511626,-0.505358,-0.6594012,0.264859,0.001485152,-0.4801244,-0.9491155,-0.7608136,-0.612503,-0.3746403,-0.3285064,-0.6594489,0.1883011,-0.08937458,-0.4653851,-0.846333,0.192199
-0.8672738,0.9087042,0.6600599,0.6533521,0.1715413,-0.8672738,0.6585128,0.6361652,0.0282989,0.8323628,-0.007727713,-0.1429042,0.7460303,0.4853979,0.01940109,-0.4104432,-0.1208182,0.0217000400000001,0.2826658,0.2951639,0.00793823700000007,0.8943288,0.5418826,0.1656286,-0.1620761,0.9634581
-1.17119,0.59182825,0.4326815,0.39696,-0.462519,-1.17119,0.28278975,0.2680295,-0.3478035,0.46251525,-0.3829615,-0.534186,0.3767335,0.11716425,-0.36080525,-0.81343275,-0.59975025,-0.458617,-0.2155365,-0.18111,-0.49215825,0.346509,0.053027175,-0.3112015,-0.677531,0.36660975
-0.96330525,0.809775,0.5802265,0.56446375,-0.040292925,-0.96330525,0.5352205,0.52011875,-0.088714,0.71262,-0.127177,-0.26594075,0.6263815,0.36261925,-0.102135,-0.53748175,-0.26236625,-0.124375,0.12715675,0.1398455,-0.1440495,0.71635075,0.388856,0.015535025,-0.3084835,0.77238075
