"b_Intercept","b_cat","sd_site__Intercept","sd_site__cat","cor_site__Intercept__cat","Intercept","r_site[1,Intercept]","r_site[2,Intercept]","r_site[3,Intercept]","r_site[4,Intercept]","r_site[5,Intercept]","r_site[6,Intercept]","r_site[7,Intercept]","r_site[8,Intercept]","r_site[9,Intercept]","r_site[10,Intercept]","r_site[1,cat]","r_site[2,cat]","r_site[3,cat]","r_site[4,cat]","r_site[5,cat]","r_site[6,cat]","r_site[7,cat]","r_site[8,cat]","r_site[9,cat]","r_site[10,cat]"
-1.478963,0.8778426,0.3654179,0.4235046,-0.4840866,-1.478963,-0.07098829,-1.034065,-0.2611586,-0.1420118,-0.9135456,-0.346577,0.09086871,-0.1165233,-0.1433812,0.4498047,-0.2461482,-0.2341541,-1.187707,-0.3727137,-0.06710825,-0.3570769,0.572274,-0.703427,-0.02202105,-0.811317
-1.074564,1.338651,0.650633,0.7431092,0.2642292,-1.074564,0.4225553,-0.4679885,0.2351136,0.3545028,-0.3581853,0.1600759,0.5991883,0.3751365,0.3593456,0.9237923,0.4506774,0.6079954,-0.4745326,0.3348344,0.7908275,0.3749431,1.332117,-0.00825144599999996,0.7026034,-0.1370662
-1.3760425,0.9828,0.419456,0.488869,-0.32264225,-1.3760425,0.0484423,-0.89023225,-0.14517925,-0.0251695,-0.7758685,-0.22586675,0.21034825,-0.001106935,-0.023956425,0.55938475,-0.085387425,-0.036929775,-1.0154975,-0.2078405,0.12260875,-0.19029025,0.7432145,-0.53530475,0.14751,-0.64355975
-1.1743325,1.224455,0.5691255,0.65572825,0.081431975,-1.1743325,0.30202075,-0.598025,0.11385325,0.2310325,-0.483373,0.03395125,0.47542275,0.255736,0.235931,0.806266,0.28680925,0.40617675,-0.64307225,0.171872,0.57761775,0.2003305,1.140125,-0.17034925,0.52252025,-0.29622675
